Index,LengthOfURL,LengthOfDomain,ObfuscationRate,CharacterProbabilityInURL,LengthOfTLD,ContainsObfuscation,CharacterContinuityRate,CountOfSubdomains,LetterCountInURL,IsDomainAnIP,NumberOfiFrames,CountOfObfuscatedChars,TopLevelDomain,LegitimacyProbabilityOfTLD,Target
4075,27.0,,,0.069047726,,0.0,,1.0,14.0,0.0,0.0,0.0,org,,1
26310,,21.0,0.0,0.065115047,3.0,0.0,1.0,,15.0,0.0,3.0,0.0,org,0.0799628,1
44087,78.0,42.0,0.0,0.045817441,3.0,,,4.0,46.0,,0.0,,,,0
38258,95.0,74.0,0.0,0.031137602,4.0,0.0,0.217391304,2.0,66.0,0.0,0.0,0.0,,0.0003306,0
47594,51.0,42.0,0.0,,3.0,,0.315789474,2.0,28.0,0.0,0.0,0.0,dev,0.0009613,0
30611,39.0,30.0,0.0,0.058888069,,,0.444444444,1.0,,0.0,,0.0,co,,0
13311,29.0,22.0,0.0,0.058630041,3.0,0.0,1.0,1.0,16.0,0.0,,0.0,com,,1
9530,33.0,,0.0,0.059867539,2.0,0.0,1.0,,20.0,0.0,3.0,0.0,fr,0.0141483,1
12011,40.0,34.0,0.0,,3.0,0.0,0.384615385,1.0,26.0,0.0,,0.0,,0.5229071,0
42192,33.0,26.0,,0.061694122,,0.0,1.0,1.0,,0.0,0.0,0.0,com,0.5229071,1
52556,24.0,17.0,,0.07050778,3.0,,1.0,1.0,11.0,0.0,0.0,0.0,,0.5229071,1
21658,,17.0,0.0,0.047995257,3.0,0.0,,,,,0.0,0.0,edu,,1
7917,25.0,19.0,0.0,0.067400844,3.0,0.0,,1.0,12.0,0.0,,0.0,com,0.5229071,0
15195,41.0,33.0,,0.060699457,2.0,0.0,0.466666667,1.0,29.0,0.0,0.0,0.0,io,0.0129268,0
28442,34.0,,0.0,0.062480465,3.0,0.0,0.666666667,0.0,,0.0,0.0,0.0,com,0.5229071,0
50298,55.0,47.0,0.0,,2.0,0.0,0.204545455,2.0,18.0,,,,co,,0
27560,25.0,19.0,0.0,,,0.0,,2.0,12.0,0.0,0.0,0.0,uk,0.028555,0
1031,30.0,,0.0,0.056661982,2.0,0.0,,1.0,17.0,,2.0,0.0,pt,0.0015361,1
20823,26.0,19.0,0.0,0.061135106,3.0,0.0,0.818181818,2.0,12.0,0.0,0.0,0.0,gov,0.0033282,1
42478,28.0,21.0,0.0,0.060318004,2.0,0.0,0.857142857,2.0,14.0,0.0,,0.0,nz,,1
6799,26.0,19.0,0.0,0.057502416,3.0,,1.0,,,0.0,19.0,0.0,com,,1
2976,23.0,17.0,0.0,0.066998006,3.0,0.0,0.666666667,1.0,10.0,0.0,0.0,0.0,org,0.0799628,0
38289,,20.0,,0.061151037,,0.0,1.0,1.0,,0.0,0.0,0.0,com,,1
16123,46.0,,0.0,0.049052435,2.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,lv,0.0004411,0
32315,,12.0,0.0,0.049433764,2.0,0.0,,,23.0,0.0,0.0,0.0,fo,,0
18404,,12.0,0.0,0.064372072,,0.0,,1.0,6.0,0.0,0.0,0.0,org,0.0799628,1
23194,28.0,21.0,0.0,0.059864335,,0.0,1.0,1.0,,0.0,1.0,0.0,org,0.0799628,1
18724,36.0,28.0,0.0,,3.0,0.0,0.375,1.0,,,0.0,0.0,app,,0
25545,26.0,,0.0,0.067499598,3.0,0.0,0.666666667,,13.0,0.0,,,com,0.5229071,0
49854,27.0,20.0,0.0,0.0536262,3.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,com,0.5229071,0
38102,35.0,,0.0,0.065998142,3.0,0.0,1.0,1.0,22.0,0.0,,,com,0.5229071,1
10081,36.0,23.0,0.0,0.059173733,,0.0,1.0,0.0,27.0,0.0,0.0,0.0,,0.5229071,0
43181,27.0,20.0,0.0,,2.0,0.0,1.0,1.0,14.0,,8.0,0.0,,0.0082003,1
39540,29.0,16.0,,0.037726625,2.0,0.0,0.692307692,0.0,15.0,0.0,0.0,0.0,tk,0.000386,0
40142,23.0,16.0,0.0,,2.0,0.0,,,9.0,0.0,2.0,,,6.08e-05,1
50704,40.0,32.0,0.0,0.058681122,3.0,,,,28.0,0.0,0.0,0.0,com,0.5229071,0
787,19.0,13.0,0.0,0.0544095,2.0,0.0,,1.0,7.0,,0.0,0.0,be,,0
50370,48.0,27.0,0.0,0.050437818,3.0,,,0.0,36.0,0.0,,0.0,com,0.5229071,0
28877,32.0,,0.0,0.062652177,3.0,0.0,1.0,,19.0,0.0,0.0,0.0,com,0.5229071,1
21896,22.0,,0.0,0.072622073,3.0,0.0,,1.0,9.0,,0.0,0.0,org,0.0799628,1
23981,,16.0,,0.049049344,3.0,0.0,1.0,1.0,10.0,0.0,7.0,0.0,,0.5229071,1
44324,30.0,23.0,0.0,0.054227906,3.0,0.0,1.0,1.0,,,,0.0,com,0.5229071,1
29300,29.0,22.0,0.0,0.069713864,3.0,0.0,1.0,1.0,16.0,,,0.0,com,0.5229071,1
26949,,26.0,0.0,0.063159407,2.0,,0.578947368,1.0,,0.0,0.0,0.0,de,0.0326503,1
12195,,24.0,0.0,0.053872847,3.0,0.0,0.8125,2.0,17.0,0.0,0.0,0.0,com,0.5229071,0
4517,42.0,34.0,0.0,,4.0,0.0,0.448275862,,30.0,0.0,0.0,0.0,page,0.0001446,0
48692,,,0.0,0.052265139,2.0,,0.75,1.0,,0.0,0.0,0.0,ml,,0
31673,34.0,16.0,,0.062171984,3.0,0.0,0.75,0.0,22.0,,2.0,0.0,com,,0
33204,40.0,19.0,,0.054610169,2.0,0.0,,0.0,29.0,0.0,0.0,0.0,pl,,0
42919,,,0.0,0.055655553,,0.0,0.636363636,2.0,11.0,0.0,,0.0,co,,0
28586,,,0.0,0.031602517,3.0,0.0,0.80952381,2.0,277.0,0.0,,0.0,net,,0
9273,35.0,27.0,,0.037189181,2.0,,,2.0,17.0,0.0,0.0,0.0,ru,0.0180132,0
45585,26.0,,0.0,,3.0,,,1.0,13.0,0.0,,0.0,com,0.5229071,1
31691,,,0.0,0.061619371,,0.0,1.0,1.0,12.0,0.0,1.0,,com,0.5229071,1
36060,25.0,18.0,0.0,0.053218433,,0.0,,1.0,12.0,0.0,,0.0,ua,0.0023239,1
27159,40.0,33.0,0.0,0.063225621,,0.0,,1.0,,0.0,,0.0,,0.5229071,1
49138,26.0,19.0,0.0,0.057535649,3.0,0.0,1.0,1.0,,0.0,1.0,0.0,,0.5229071,1
34662,29.0,22.0,0.0,,3.0,0.0,,1.0,16.0,0.0,0.0,0.0,com,,1
29394,21.0,,0.0,0.063195435,2.0,0.0,1.0,,,0.0,0.0,0.0,no,,1
47836,35.0,28.0,0.0,0.064200863,2.0,0.0,0.857142857,2.0,21.0,,,0.0,br,0.0094423,1
14331,26.0,,0.0,0.061848665,3.0,0.0,1.0,1.0,13.0,0.0,,0.0,com,,1
26232,,26.0,0.0,0.056291215,3.0,0.0,1.0,,20.0,0.0,3.0,0.0,com,0.5229071,1
31060,23.0,16.0,0.0,0.061675599,,0.0,,1.0,10.0,0.0,0.0,0.0,com,0.5229071,1
40272,,50.0,0.0,0.055745436,,0.0,0.260869565,1.0,43.0,0.0,,0.0,com,0.5229071,0
15777,,36.0,0.0,0.037630021,,0.0,,1.0,,0.0,1.0,0.0,com,0.5229071,0
33028,23.0,16.0,0.0,0.066143627,3.0,0.0,1.0,,10.0,0.0,0.0,0.0,com,0.5229071,1
29560,,18.0,0.0,0.051051457,3.0,0.0,0.5,,15.0,0.0,0.0,0.0,app,,0
15238,105.0,,0.0,0.026197997,3.0,0.0,0.288888889,1.0,,0.0,,0.0,com,,0
29309,27.0,20.0,0.0,,3.0,0.0,1.0,1.0,14.0,,,0.0,com,0.5229071,1
55098,19.0,13.0,0.0,0.052905504,2.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,nu,,0
51370,26.0,19.0,0.0,0.065363527,3.0,0.0,1.0,1.0,13.0,0.0,,0.0,com,0.5229071,1
32863,29.0,22.0,0.0,0.065817107,3.0,0.0,,1.0,16.0,0.0,5.0,0.0,com,0.5229071,1
28758,42.0,34.0,,,,0.0,0.384615385,,26.0,0.0,0.0,0.0,com,0.5229071,0
13593,20.0,14.0,0.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,com,0.5229071,0
13739,27.0,20.0,0.0,0.054373507,,0.0,1.0,,14.0,0.0,,,,0.0115013,1
23248,29.0,,,0.057533982,4.0,0.0,1.0,1.0,16.0,,0.0,0.0,info,0.0075051,1
29225,31.0,24.0,,,3.0,0.0,1.0,1.0,18.0,,,,org,0.0799628,1
17190,,,0.0,0.07427103,3.0,0.0,1.0,1.0,7.0,0.0,,0.0,com,,1
12161,27.0,20.0,0.0,,2.0,0.0,0.769230769,2.0,13.0,0.0,1.0,0.0,sg,0.0008953,1
26158,41.0,,0.0,,3.0,0.0,0.392857143,1.0,26.0,0.0,0.0,0.0,app,0.001502,0
1535,29.0,22.0,0.0,0.064083181,3.0,0.0,1.0,1.0,,0.0,4.0,0.0,com,0.5229071,1
22911,,12.0,,,3.0,0.0,,,6.0,0.0,0.0,0.0,org,0.0799628,1
8575,23.0,16.0,0.0,0.053770118,,0.0,0.666666667,2.0,,0.0,1.0,,au,0.0100856,1
31257,28.0,21.0,0.0,0.064246674,3.0,0.0,1.0,,15.0,0.0,0.0,0.0,com,0.5229071,1
1976,30.0,23.0,0.0,,,0.0,1.0,1.0,17.0,0.0,19.0,0.0,com,,1
47965,21.0,,0.0,0.050719637,,0.0,0.571428571,2.0,,0.0,,,,0.0019933,1
8882,,7.0,0.0,,2.0,0.0,,0.0,78.0,0.0,,0.0,io,0.0129268,0
44957,19.0,,0.0,,2.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,,0.0010349,0
30007,82.0,,0.0,0.054098808,3.0,0.0,0.311111111,,61.0,0.0,,0.0,com,0.5229071,0
17000,18.0,11.0,0.0,0.064478553,2.0,0.0,,1.0,5.0,,2.0,0.0,tv,,1
31369,25.0,18.0,0.0,0.057600489,,0.0,,1.0,13.0,0.0,,0.0,es,0.0064109,0
14409,101.0,19.0,,0.043840295,3.0,0.0,,0.0,80.0,0.0,,,com,0.5229071,0
8451,19.0,12.0,0.0,0.047780344,3.0,0.0,1.0,,6.0,0.0,6.0,,,0.0799628,1
41482,88.0,15.0,,0.040426116,2.0,0.0,0.666666667,1.0,66.0,0.0,0.0,0.0,io,0.0129268,0
20018,,12.0,0.0,0.07202656,2.0,,1.0,1.0,6.0,0.0,5.0,0.0,it,0.012178,1
20439,30.0,24.0,,,3.0,,1.0,1.0,18.0,,0.0,0.0,,0.5229071,0
48271,36.0,30.0,0.0,0.050985323,3.0,0.0,,,22.0,0.0,,0.0,com,0.5229071,0
15524,,,0.0,0.064608538,,0.0,1.0,1.0,6.0,0.0,,,org,,1
34959,30.0,23.0,0.0,0.067620195,2.0,,1.0,1.0,17.0,0.0,0.0,0.0,ca,,1
414,25.0,18.0,0.0,0.054986706,,0.0,0.727272727,2.0,11.0,0.0,,0.0,nz,0.0019933,1
13660,,,0.0,0.031287001,,0.0,,2.0,,,,0.0,org,0.0799628,0
51867,25.0,18.0,,0.067148676,3.0,0.0,1.0,,12.0,0.0,0.0,0.0,com,0.5229071,1
31722,19.0,,0.0,0.05103308,2.0,0.0,1.0,,6.0,0.0,1.0,0.0,jp,,1
29791,,11.0,,0.064688615,2.0,,1.0,1.0,,0.0,,0.0,cz,0.0036307,1
22154,24.0,,0.0,0.062332955,3.0,0.0,1.0,1.0,11.0,,0.0,0.0,,0.5229071,1
31371,21.0,14.0,0.0,0.065663086,3.0,,1.0,1.0,8.0,,0.0,0.0,com,0.5229071,1
92,31.0,25.0,0.0,,,0.0,,1.0,19.0,0.0,0.0,0.0,bar,3.83e-05,0
11603,27.0,20.0,,,,0.0,,2.0,13.0,0.0,0.0,0.0,org,0.0799628,1
2907,23.0,17.0,0.0,,,0.0,0.666666667,2.0,,0.0,0.0,0.0,net,0.0384199,0
24300,25.0,18.0,0.0,0.058711423,3.0,,,1.0,,,0.0,0.0,com,,1
55612,,20.0,0.0,0.037259401,,0.0,0.571428571,1.0,79.0,0.0,0.0,,cloud,,0
39741,27.0,20.0,0.0,0.056986783,3.0,,0.833333333,2.0,14.0,0.0,0.0,,com,0.5229071,0
6037,73.0,13.0,,0.036513377,2.0,0.0,0.6,,55.0,,2.0,,,0.0059772,0
47862,,19.0,0.0,0.065994262,3.0,0.0,1.0,1.0,13.0,,0.0,0.0,com,,0
32486,24.0,17.0,0.0,0.055237765,2.0,0.0,,1.0,10.0,0.0,,0.0,de,0.0326503,1
30061,26.0,20.0,0.0,0.014867044,2.0,0.0,0.923076923,2.0,6.0,0.0,0.0,0.0,ru,,0
11065,30.0,23.0,0.0,0.064825356,2.0,0.0,0.625,1.0,,0.0,2.0,0.0,eu,0.0056158,1
19294,35.0,28.0,0.0,0.061309057,3.0,0.0,1.0,,22.0,0.0,3.0,,org,0.0799628,1
20059,,19.0,0.0,0.065750539,3.0,,,1.0,13.0,0.0,0.0,0.0,com,0.5229071,1
49985,,,0.0,0.072892844,3.0,0.0,,1.0,,0.0,0.0,0.0,org,0.0799628,0
36915,27.0,20.0,0.0,0.05115747,3.0,,,1.0,14.0,0.0,,0.0,com,0.5229071,1
6168,31.0,24.0,0.0,0.055264971,3.0,,,1.0,18.0,0.0,0.0,0.0,org,0.0799628,1
22000,25.0,18.0,0.0,,,0.0,1.0,1.0,12.0,,0.0,0.0,ro,0.001523,1
7919,695.0,18.0,0.0,,,,1.0,1.0,532.0,0.0,,0.0,com,,0
45895,,14.0,,0.07177411,3.0,0.0,1.0,1.0,,0.0,,0.0,com,0.5229071,0
36776,,16.0,0.0,0.056491015,3.0,0.0,1.0,1.0,10.0,0.0,2.0,0.0,,0.5229071,1
44038,24.0,17.0,,,3.0,0.0,1.0,1.0,,,0.0,0.0,com,0.5229071,1
27899,22.0,15.0,0.0,0.064161739,,0.0,1.0,,,,3.0,0.0,,0.5229071,1
40151,37.0,16.0,0.0,0.059237385,,0.0,,0.0,,0.0,0.0,0.0,com,0.5229071,0
47419,22.0,15.0,0.0,0.061884782,2.0,0.0,0.625,2.0,8.0,0.0,,0.0,ru,0.0180132,1
15910,24.0,,,0.051844397,3.0,,1.0,1.0,11.0,0.0,2.0,0.0,,,1
15163,25.0,,0.0,0.048097422,4.0,0.0,,0.0,14.0,0.0,0.0,0.0,live,,0
22214,45.0,,0.0,0.049182615,3.0,0.0,,1.0,31.0,,0.0,,com,,0
117,23.0,16.0,0.0,0.05594876,,0.0,,1.0,10.0,,0.0,0.0,org,0.0799628,1
3162,37.0,30.0,0.0,0.070460737,3.0,,1.0,1.0,,,0.0,0.0,com,0.5229071,1
12761,,15.0,0.0,0.034675555,3.0,0.0,0.454545455,,,0.0,0.0,0.0,,,0
43201,33.0,26.0,0.0,,3.0,,,1.0,,0.0,0.0,0.0,com,0.5229071,1
753,28.0,21.0,0.0,0.058126244,3.0,0.0,1.0,1.0,15.0,0.0,0.0,,,0.5229071,1
25316,37.0,,0.0,0.063829385,3.0,,1.0,1.0,24.0,0.0,1.0,,com,0.5229071,1
24353,46.0,38.0,0.0,0.038179923,3.0,0.0,,1.0,24.0,0.0,0.0,0.0,app,,0
35547,28.0,21.0,0.0,0.063480508,3.0,0.0,1.0,,15.0,0.0,,0.0,com,0.5229071,1
2039,,,0.0,0.051900838,3.0,0.0,,,,0.0,0.0,0.0,,,0
20137,18.0,11.0,0.0,0.048100166,3.0,,1.0,1.0,5.0,0.0,1.0,0.0,org,0.0799628,1
856,27.0,20.0,0.0,,3.0,0.0,1.0,1.0,14.0,,1.0,0.0,com,0.5229071,1
39001,,,,,2.0,,1.0,1.0,7.0,0.0,0.0,0.0,de,0.0326503,1
25259,24.0,,0.0,0.062151053,3.0,0.0,1.0,,11.0,0.0,6.0,,com,0.5229071,1
40871,,,0.0,0.056207361,3.0,,,,12.0,0.0,1.0,0.0,com,0.5229071,1
16780,,33.0,0.0,0.060329577,3.0,,,1.0,,0.0,0.0,0.0,com,,0
16402,37.0,30.0,,0.056347699,3.0,0.0,,3.0,21.0,0.0,0.0,0.0,,0.0002752,0
4305,54.0,,0.0,0.054353742,3.0,,0.365853659,1.0,,0.0,0.0,0.0,com,0.5229071,0
41120,27.0,20.0,,0.067056329,3.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,,0.0799628,1
19130,21.0,,0.0,0.072451738,3.0,0.0,1.0,,,0.0,0.0,,com,0.5229071,1
29432,82.0,19.0,0.0,0.034134438,2.0,0.0,0.6875,1.0,40.0,0.0,0.0,0.0,,0.0059772,0
54672,29.0,22.0,0.0,,2.0,0.0,0.866666667,,15.0,0.0,0.0,0.0,uk,0.028555,1
20678,,,0.0,0.060039617,3.0,0.0,1.0,1.0,21.0,0.0,3.0,0.0,com,0.5229071,1
12038,20.0,13.0,0.0,,3.0,,,1.0,7.0,0.0,3.0,,com,0.5229071,1
32825,64.0,9.0,0.0,0.022246924,3.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,top,,0
32255,,20.0,0.0,0.060456708,,0.0,1.0,1.0,14.0,0.0,,0.0,com,0.5229071,1
44064,26.0,19.0,0.0,0.067523918,3.0,0.0,,1.0,13.0,0.0,1.0,0.0,,0.5229071,1
38678,30.0,23.0,0.0,0.058246653,3.0,0.0,0.6,,16.0,,4.0,0.0,,0.5229071,1
32518,22.0,15.0,0.0,0.061487232,3.0,0.0,1.0,,9.0,0.0,21.0,0.0,net,0.0384199,1
39693,53.0,45.0,0.0,0.053579781,,0.0,0.170731707,1.0,37.0,0.0,0.0,,app,0.001502,0
23815,25.0,18.0,0.0,,3.0,0.0,1.0,1.0,12.0,0.0,0.0,,,0.5229071,1
33940,30.0,,0.0,0.052240723,2.0,0.0,0.625,2.0,15.0,0.0,1.0,0.0,uk,,1
51329,62.0,,0.0,0.054141949,2.0,0.0,1.0,,42.0,,,0.0,,0.0004411,0
49669,29.0,23.0,0.0,0.069604019,3.0,0.0,,,,0.0,0.0,,com,0.5229071,0
42140,28.0,21.0,0.0,0.059302656,2.0,0.0,1.0,1.0,15.0,0.0,3.0,0.0,it,0.012178,1
9945,23.0,16.0,0.0,0.058649216,,0.0,1.0,1.0,10.0,0.0,,0.0,com,0.5229071,1
26423,24.0,,0.0,0.057297091,2.0,,0.8,,10.0,0.0,0.0,0.0,uk,0.028555,1
18124,22.0,15.0,0.0,,3.0,0.0,1.0,1.0,9.0,0.0,2.0,,com,0.5229071,1
52059,24.0,17.0,0.0,0.073116258,3.0,0.0,1.0,1.0,11.0,0.0,9.0,0.0,,0.5229071,1
13228,,14.0,0.0,0.054785614,2.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,it,,1
42480,20.0,,,0.064068358,3.0,0.0,1.0,1.0,7.0,0.0,1.0,,com,,1
24310,23.0,17.0,0.0,0.061127909,2.0,0.0,1.0,1.0,11.0,0.0,,,in,0.0050842,0
46068,22.0,15.0,0.0,0.045413034,3.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,org,,1
18922,19.0,12.0,0.0,,3.0,,1.0,1.0,6.0,0.0,5.0,0.0,com,0.5229071,1
6467,24.0,18.0,,,2.0,0.0,0.727272727,1.0,11.0,0.0,0.0,0.0,ml,0.0001306,0
27241,25.0,19.0,0.0,0.04353813,4.0,0.0,,2.0,12.0,0.0,0.0,0.0,club,0.0006227,0
10704,20.0,14.0,0.0,0.026903152,3.0,0.0,1.0,,,0.0,0.0,0.0,com,0.5229071,0
42534,19.0,,0.0,,2.0,0.0,0.888888889,,,0.0,0.0,,cc,0.0010349,0
38910,56.0,19.0,0.0,0.056499278,,0.0,0.733333333,0.0,43.0,0.0,0.0,0.0,xyz,,0
1552,,24.0,,0.052672091,3.0,0.0,0.65,1.0,21.0,0.0,,0.0,com,0.5229071,0
23991,23.0,16.0,0.0,0.060060457,,,,1.0,10.0,0.0,0.0,0.0,com,0.5229071,1
48436,23.0,,0.0,,,0.0,,1.0,10.0,0.0,0.0,0.0,,0.0015878,1
34441,,19.0,0.0,0.062159551,3.0,0.0,1.0,1.0,13.0,0.0,1.0,,com,0.5229071,1
16522,21.0,,0.0,0.061905251,3.0,0.0,,1.0,7.0,0.0,0.0,0.0,org,0.0799628,1
21794,,,0.0,0.065671116,,,0.636363636,,,,,0.0,,0.5229071,0
39206,20.0,13.0,0.0,0.0673399,,,1.0,,,0.0,1.0,0.0,org,0.0799628,1
13432,25.0,18.0,0.0,0.055336443,3.0,0.0,,1.0,,0.0,2.0,0.0,org,0.0799628,1
8059,63.0,24.0,0.0,0.030804619,,0.0,,1.0,33.0,0.0,0.0,,coach,2.02e-05,0
34754,,,0.0,0.063701275,,,1.0,1.0,19.0,0.0,,0.0,org,0.0799628,1
33714,301.0,27.0,0.0,0.032730066,3.0,0.0,0.391304348,4.0,233.0,0.0,0.0,0.0,com,,0
30884,42.0,35.0,0.0,0.065520395,3.0,,1.0,1.0,29.0,0.0,,0.0,com,0.5229071,1
39309,,16.0,0.0,0.058498224,3.0,,1.0,1.0,,,0.0,0.0,,0.5229071,1
43954,,,0.0,0.065865177,,,1.0,1.0,8.0,0.0,0.0,0.0,es,0.0064109,1
4613,29.0,22.0,,0.055577859,,,0.666666667,1.0,,0.0,0.0,0.0,,0.0326503,1
262,,15.0,,,3.0,0.0,,,8.0,0.0,2.0,,edu,0.0115013,1
17769,,14.0,0.0,0.067059376,2.0,0.0,0.571428571,2.0,7.0,0.0,0.0,0.0,,0.0100856,1
51116,,16.0,0.0,,,0.0,1.0,1.0,10.0,0.0,,0.0,be,,1
18023,17.0,10.0,0.0,0.019656804,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,de,0.0326503,1
38224,,19.0,0.0,0.046234872,3.0,0.0,0.933333333,1.0,29.0,0.0,,,com,0.5229071,0
19037,82.0,74.0,0.0,0.038127688,4.0,0.0,,2.0,65.0,0.0,0.0,0.0,link,0.0003306,0
14941,24.0,17.0,0.0,0.064544206,3.0,,,1.0,11.0,,,0.0,edu,0.0115013,1
34666,,43.0,0.0,,2.0,,,1.0,45.0,0.0,0.0,0.0,co,0.0059772,0
47141,27.0,20.0,0.0,,3.0,0.0,,1.0,,0.0,,0.0,com,,1
17728,29.0,22.0,0.0,0.056730483,,,1.0,1.0,,0.0,2.0,,com,0.5229071,1
17140,20.0,13.0,,0.067610028,3.0,0.0,,1.0,6.0,0.0,0.0,,org,0.0799628,1
27782,28.0,,,0.010025777,2.0,0.0,,,4.0,0.0,,,id,0.0014653,0
3899,29.0,22.0,0.0,,3.0,0.0,1.0,1.0,16.0,0.0,0.0,,com,0.5229071,1
5916,,23.0,0.0,0.058187719,,0.0,1.0,1.0,17.0,0.0,9.0,0.0,org,0.0799628,1
38208,31.0,,0.0,,4.0,,0.6875,2.0,18.0,0.0,0.0,0.0,live,0.0003718,0
54493,33.0,26.0,0.0,0.065392498,3.0,,1.0,,,0.0,,0.0,com,0.5229071,1
45627,,18.0,0.0,,2.0,0.0,0.636363636,2.0,11.0,0.0,0.0,0.0,co,0.0059772,0
21285,71.0,,,0.040784238,,,,0.0,55.0,0.0,1.0,0.0,,0.5229071,0
3099,28.0,13.0,0.0,,3.0,,1.0,0.0,,0.0,0.0,,com,,0
12482,31.0,,0.0,0.064947785,3.0,0.0,1.0,,18.0,0.0,,0.0,com,0.5229071,1
35773,28.0,21.0,0.0,,3.0,,,1.0,,0.0,3.0,0.0,edu,,1
34700,,15.0,0.0,,3.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,com,,0
4134,25.0,18.0,0.0,0.057353196,,0.0,1.0,1.0,12.0,,0.0,0.0,,0.5229071,1
34536,27.0,20.0,,0.062462644,,0.0,0.833333333,,13.0,0.0,2.0,0.0,com,0.5229071,1
20192,38.0,32.0,0.0,0.026079988,3.0,0.0,,1.0,17.0,0.0,0.0,0.0,net,0.0384199,0
9453,36.0,29.0,0.0,,3.0,,1.0,1.0,23.0,0.0,0.0,0.0,com,0.5229071,1
50736,18.0,,0.0,0.057689089,,0.0,,1.0,5.0,0.0,0.0,0.0,ir,0.0012232,1
9446,23.0,16.0,0.0,0.066477982,,,1.0,1.0,,0.0,,0.0,co,,1
41960,57.0,49.0,0.0,0.058520899,3.0,0.0,0.266666667,1.0,42.0,0.0,0.0,0.0,,0.5229071,0
6286,26.0,19.0,0.0,0.064095446,3.0,0.0,,1.0,13.0,0.0,0.0,,com,,1
8764,,,0.0,0.056322327,2.0,0.0,0.769230769,,13.0,0.0,22.0,0.0,,0.0100856,1
42222,,30.0,0.0,0.05910719,,0.0,0.913043478,2.0,23.0,0.0,5.0,0.0,nz,0.0019933,1
52818,23.0,16.0,0.0,0.071544824,2.0,0.0,1.0,1.0,10.0,,,0.0,eu,0.0056158,1
46376,31.0,24.0,0.0,0.064579391,2.0,0.0,,,,0.0,0.0,0.0,uk,0.028555,1
54573,20.0,14.0,0.0,0.022624589,3.0,0.0,1.0,,2.0,0.0,0.0,,com,0.5229071,0
12260,,,0.0,0.055074687,3.0,0.0,0.636363636,2.0,24.0,0.0,0.0,0.0,,0.5229071,0
29915,,,0.0,0.062829803,3.0,0.0,1.0,,24.0,,0.0,,com,,1
48895,24.0,17.0,0.0,,,0.0,1.0,,11.0,0.0,6.0,0.0,net,,1
15007,30.0,,0.0,0.064234239,2.0,0.0,0.4375,2.0,15.0,0.0,0.0,0.0,il,0.0013543,1
41032,30.0,23.0,0.0,0.061428265,,0.0,0.571428571,1.0,16.0,0.0,0.0,0.0,info,0.0075051,1
20842,,27.0,0.0,0.046687277,3.0,0.0,,0.0,,,,0.0,com,0.5229071,0
7603,34.0,27.0,,0.063469239,3.0,0.0,,1.0,21.0,0.0,0.0,0.0,com,0.5229071,1
30125,19.0,12.0,0.0,0.061252367,2.0,0.0,,1.0,,0.0,0.0,0.0,co,0.0059772,1
42387,,13.0,,0.06891085,,0.0,1.0,1.0,7.0,,,,com,0.5229071,1
13393,,23.0,0.0,0.063490514,3.0,0.0,1.0,1.0,,0.0,0.0,,org,0.0799628,1
13805,29.0,22.0,0.0,0.061894056,3.0,,,1.0,16.0,0.0,2.0,0.0,com,0.5229071,1
15977,29.0,22.0,,0.056321302,2.0,0.0,,,15.0,0.0,0.0,0.0,il,0.0013543,1
7998,23.0,,0.0,0.070026436,3.0,,1.0,1.0,10.0,0.0,12.0,0.0,com,0.5229071,1
12722,24.0,17.0,0.0,,3.0,0.0,,,,0.0,0.0,0.0,org,0.0799628,1
24024,52.0,26.0,0.0,0.024234125,3.0,,,,26.0,0.0,,0.0,xyz,0.0017496,0
35624,29.0,22.0,0.0,0.067708122,3.0,0.0,1.0,,16.0,0.0,8.0,0.0,com,0.5229071,1
22825,24.0,18.0,,0.065396418,3.0,0.0,1.0,,12.0,0.0,1.0,,com,0.5229071,0
49951,35.0,27.0,0.0,,2.0,0.0,0.4,2.0,20.0,0.0,0.0,0.0,cn,0.0033218,0
5069,21.0,14.0,0.0,0.062189198,,,0.571428571,2.0,,0.0,2.0,,tw,0.0021745,1
25165,25.0,18.0,0.0,0.052618302,2.0,0.0,0.636363636,1.0,,0.0,,0.0,ru,0.0180132,1
44815,37.0,,0.0,0.045191573,3.0,,0.72,1.0,21.0,0.0,0.0,0.0,com,0.5229071,0
40145,104.0,,0.0,0.03729055,2.0,0.0,1.0,,81.0,0.0,0.0,0.0,io,0.0129268,0
30216,19.0,12.0,0.0,0.062526166,,0.0,1.0,1.0,6.0,0.0,,0.0,com,0.5229071,1
30671,1400.0,72.0,,0.033189681,3.0,,0.411764706,1.0,1129.0,,0.0,,com,0.5229071,0
5404,29.0,22.0,0.0,,3.0,,1.0,1.0,16.0,0.0,0.0,0.0,com,0.5229071,1
